Артикул продукции,Продукция,Артикул материала,Материал,Цех_511,Цех_522,Цех_533,Цех_544,Цех_555
0,2052,232,42.0,False,False,False,True,False
51,652,201,96.0,False,True,False,False,False
25,1122,246,3.0,False,False,False,False,True
25,1122,46,69.6,False,False,False,False,True
19,279,232,42.0,False,False,False,True,False
14,669,201,96.0,False,True,False,False,False
39,1344,232,42.0,False,False,False,True,False
6,393,232,42.0,False,False,False,True,False
61,841,201,96.0,False,True,False,False,False
56,707,232,42.0,False,False,False,True,False
53,451,232,42.0,False,False,False,True,False
74,201,246,3.0,False,False,False,False,True
74,201,46,69.6,False,False,False,False,True
64,451,246,3.0,False,False,False,False,True
65,373,232,42.0,False,False,False,True,False
21,1195,232,42.0,False,False,False,True,False
64,451,46,69.6,False,False,False,False,True
37,984,246,3.0,False,False,False,False,True
37,984,46,69.6,False,False,False,False,True
54,540,232,42.0,False,False,False,True,False
4,439,246,3.0,False,False,False,False,True
4,439,46,69.6,False,False,False,False,True
5,198,272,3.0,False,True,False,False,False
20,1411,272,3.0,False,True,False,False,False
13,91,272,3.0,False,True,False,False,False
28,1508,272,3.0,False,True,False,False,False
38,933,272,3.0,False,True,False,False,False
2,396,272,3.0,False,True,False,False,False
11,427,272,3.0,False,True,False,False,False
0,507,272,3.0,False,True,False,False,False
25,58,272,3.0,False,True,False,False,False
487,359,239,62.25,False,False,False,True,False
471,113,239,62.25,False,False,False,True,False
368,744,239,62.25,False,False,False,True,False
472,1751,210,74.0,False,True,False,False,False
266,510,188,140.0,True,False,False,False,False
421,199,188,140.0,True,False,False,False,False
235,1562,188,140.0,True,False,False,False,False
430,235,210,74.0,False,True,False,False,False
53,220,210,74.0,False,True,False,False,False
41,1636,188,140.0,True,False,False,False,False
314,849,188,140.0,True,False,False,False,False
459,121,210,74.0,False,True,False,False,False
206,236,188,140.0,True,False,False,False,False
135,2089,210,74.0,False,True,False,False,False
460,486,188,140.0,True,False,False,False,False
246,223,210,74.0,False,True,False,False,False
181,1331,210,74.0,False,True,False,False,False
399,1476,188,140.0,True,False,False,False,False
298,1879,188,140.0,True,False,False,False,False
301,227,210,74.0,False,True,False,False,False
191,726,188,140.0,True,False,False,False,False
407,2269,188,140.0,True,False,False,False,False
430,319,210,74.0,False,True,False,False,False
301,1393,188,140.0,True,False,False,False,False
53,1509,26,18.666666666666668,True,False,False,False,False
394,227,207,40.0,False,True,False,False,False
207,394,207,40.0,False,True,False,False,False
216,354,79,26.0,False,False,False,True,False
243,790,207,40.0,False,True,False,False,False
425,318,79,26.0,False,False,False,True,False
291,228,274,100.0,False,False,True,False,False
326,586,207,40.0,False,True,False,False,False
46,517,274,100.0,False,False,True,False,False
223,1655,79,26.0,False,False,False,True,False
121,1559,79,26.0,False,False,False,True,False
288,418,26,18.666666666666668,True,False,False,False,False
325,679,274,100.0,False,False,True,False,False
97,1244,79,26.0,False,False,False,True,False
162,1227,26,18.666666666666668,True,False,False,False,False
413,210,26,18.666666666666668,True,False,False,False,False
393,1256,26,18.666666666666668,True,False,False,False,False
163,258,79,26.0,False,False,False,True,False
140,713,274,100.0,False,False,True,False,False
429,1164,79,26.0,False,False,False,True,False
404,72,26,18.666666666666668,True,False,False,False,False
336,999,26,18.666666666666668,True,False,False,False,False
114,400,79,26.0,False,False,False,True,False
108,2499,26,18.666666666666668,True,False,False,False,False
276,1257,274,100.0,False,False,True,False,False
54,950,79,26.0,False,False,False,True,False
242,321,79,26.0,False,False,False,True,False
77,775,79,26.0,False,False,False,True,False
86,1095,79,26.0,False,False,False,True,False
255,2607,207,40.0,False,True,False,False,False
411,1037,79,26.0,False,False,False,True,False
191,670,207,40.0,False,True,False,False,False
11,291,274,100.0,False,False,True,False,False
34,190,264,201.0,False,False,False,True,False
316,277,264,201.0,False,False,False,True,False
187,257,264,201.0,False,False,False,True,False
203,192,264,201.0,False,False,False,True,False
304,399,264,201.0,False,False,False,True,False
100,504,264,201.0,False,False,False,True,False
176,706,264,201.0,False,False,False,True,False
71,1225,264,201.0,False,False,False,True,False
117,924,30,212.5,False,False,False,True,False
251,1099,30,212.5,False,False,False,True,False
178,739,30,212.5,False,False,False,True,False
142,468,30,212.5,False,False,False,True,False
158,2077,30,212.5,False,False,False,True,False
304,793,30,212.5,False,False,False,True,False
12,72,30,212.5,False,False,False,True,False
1,821,30,212.5,False,False,False,True,False
95,446,30,212.5,False,False,False,True,False
178,615,30,212.5,False,False,False,True,False
146,337,30,212.5,False,False,False,True,False
241,429,10,29.0,False,True,False,False,False
133,1086,152,400.0,False,False,False,False,True
17,1279,152,400.0,False,False,False,False,True
46,321,10,29.0,False,True,False,False,False
73,720,10,29.0,False,True,False,False,False
240,740,152,400.0,False,False,False,False,True
182,237,10,29.0,False,True,False,False,False
165,226,242,516.0,False,False,True,False,False
19,2007,10,29.0,False,True,False,False,False
161,108,242,516.0,False,False,True,False,False
70,110,242,516.0,False,False,True,False,False
194,315,152,400.0,False,False,False,False,True
215,2102,152,400.0,False,False,False,False,True
61,2478,242,516.0,False,False,True,False,False
1,227,10,29.0,False,True,False,False,False
91,1459,152,400.0,False,False,False,False,True
197,1533,10,29.0,False,True,False,False,False
58,23,242,516.0,False,False,True,False,False
210,1763,242,516.0,False,False,True,False,False
183,1159,10,29.0,False,True,False,False,False
146,1300,10,29.0,False,True,False,False,False
219,1408,242,516.0,False,False,True,False,False
22,365,242,516.0,False,False,True,False,False
104,1623,10,29.0,False,True,False,False,False
75,626,242,516.0,False,False,True,False,False
162,2727,242,516.0,False,False,True,False,False
191,997,10,29.0,False,True,False,False,False
77,286,152,400.0,False,False,False,False,True
239,209,10,29.0,False,True,False,False,False
260,742,242,516.0,False,False,True,False,False
256,170,152,400.0,False,False,False,False,True
185,645,152,400.0,False,False,False,False,True
98,1590,242,516.0,False,False,True,False,False
217,350,242,516.0,False,False,True,False,False
244,1041,242,516.0,False,False,True,False,False
37,558,10,29.0,False,True,False,False,False
67,874,152,400.0,False,False,False,False,True
135,574,242,516.0,False,False,True,False,False
197,337,152,400.0,False,False,False,False,True
130,1294,152,400.0,False,False,False,False,True
110,536,283,142.5,True,False,False,False,False
11,271,51,2.8,True,False,False,False,False
11,271,283,142.5,True,False,False,False,False
204,2600,51,2.8,True,False,False,False,False
3,813,51,2.8,True,False,False,False,False
110,1505,51,2.8,True,False,False,False,False
110,1505,283,142.5,True,False,False,False,False
3,813,283,142.5,True,False,False,False,False
110,536,51,2.8,True,False,False,False,False
204,2600,283,142.5,True,False,False,False,False
140,1380,283,142.5,True,False,False,False,False
190,486,283,142.5,True,False,False,False,False
87,634,283,142.5,True,False,False,False,False
140,1380,51,2.8,True,False,False,False,False
198,123,283,142.5,True,False,False,False,False
117,1767,275,9.0,False,False,True,False,False
111,1644,51,2.8,True,False,False,False,False
198,123,51,2.8,True,False,False,False,False
190,486,51,2.8,True,False,False,False,False
3,180,275,9.0,False,False,True,False,False
158,588,275,9.0,False,False,True,False,False
87,634,51,2.8,True,False,False,False,False
111,1644,283,142.5,True,False,False,False,False
71,1627,74,32.0,False,False,False,False,True
3,769,74,32.0,False,False,False,False,True
22,1643,74,32.0,False,False,False,False,True
45,254,4,78.0,True,False,False,False,False
7,803,4,78.0,True,False,False,False,False
7,290,74,32.0,False,False,False,False,True
74,2091,74,32.0,False,False,False,False,True
33,641,74,32.0,False,False,False,False,True
33,306,4,78.0,True,False,False,False,False
19,926,74,32.0,False,False,False,False,True
126,2078,4,78.0,True,False,False,False,False
72,2400,74,32.0,False,False,False,False,True
111,1388,74,32.0,False,False,False,False,True
120,675,4,78.0,True,False,False,False,False
87,244,4,78.0,True,False,False,False,False
2,442,4,78.0,True,False,False,False,False
113,720,74,32.0,False,False,False,False,True
94,875,4,78.0,True,False,False,False,False
49,1381,120,108.0,True,False,False,False,False
40,241,120,108.0,True,False,False,False,False
38,1546,120,108.0,True,False,False,False,False
15,1189,120,108.0,True,False,False,False,False
64,223,120,108.0,True,False,False,False,False
42,719,120,108.0,True,False,False,False,False
43,733,120,108.0,True,False,False,False,False
25,83,4,30.0,True,False,False,False,False
11,834,4,30.0,True,False,False,False,False
9,362,4,30.0,True,False,False,False,False
18,986,4,30.0,True,False,False,False,False
19,757,4,30.0,True,False,False,False,False
13,799,4,30.0,True,False,False,False,False
16,1431,4,30.0,True,False,False,False,False
46,2417,4,30.0,True,False,False,False,False
6,834,4,30.0,True,False,False,False,False
34,126,4,30.0,True,False,False,False,False
20,255,4,30.0,True,False,False,False,False
35,116,4,30.0,True,False,False,False,False
37,1610,4,30.0,True,False,False,False,False
157,1129,290,540.0,False,True,False,False,False
204,1251,290,540.0,False,True,False,False,False
157,616,290,540.0,False,True,False,False,False
154,1721,290,540.0,False,True,False,False,False
440,2743,290,540.0,False,True,False,False,False
101,1054,290,540.0,False,True,False,False,False
471,692,290,540.0,False,True,False,False,False
290,411,290,540.0,False,True,False,False,False
598,219,290,540.0,False,True,False,False,False
178,320,290,540.0,False,True,False,False,False
70,1404,172,3.4,False,False,False,False,True
530,357,172,3.4,False,False,False,False,True
296,683,172,3.4,False,False,False,False,True
338,233,172,3.4,False,False,False,False,True
57,1026,172,3.4,False,False,False,False,True
302,1177,172,3.4,False,False,False,False,True
488,1462,172,3.4,False,False,False,False,True
70,292,172,3.4,False,False,False,False,True
231,1431,172,3.4,False,False,False,False,True
242,499,172,3.4,False,False,False,False,True
281,2352,172,3.4,False,False,False,False,True
56,975,172,3.4,False,False,False,False,True
482,1643,172,3.4,False,False,False,False,True
522,461,172,3.4,False,False,False,False,True
226,469,93,65.0,False,True,False,False,False
194,238,93,65.0,False,True,False,False,False
97,1602,93,65.0,False,True,False,False,False
306,146,101,276.0,False,False,False,False,True
70,1803,93,65.0,False,True,False,False,False
450,435,101,276.0,False,False,False,False,True
256,221,101,276.0,False,False,False,False,True
391,155,101,276.0,False,False,False,False,True
247,734,93,65.0,False,True,False,False,False
196,672,101,276.0,False,False,False,False,True
289,642,101,276.0,False,False,False,False,True
493,357,93,65.0,False,True,False,False,False
217,122,101,276.0,False,False,False,False,True
525,92,93,65.0,False,True,False,False,False
260,397,93,65.0,False,True,False,False,False
102,839,101,276.0,False,False,False,False,True
363,52,101,276.0,False,False,False,False,True
339,878,93,65.0,False,True,False,False,False
307,256,180,27.75,True,False,False,False,False
322,865,180,27.75,True,False,False,False,False
295,223,180,27.75,True,False,False,False,False
210,287,180,27.75,True,False,False,False,False
148,180,180,27.75,True,False,False,False,False
92,214,180,27.75,True,False,False,False,False
247,1578,180,27.75,True,False,False,False,False
372,1569,180,27.75,True,False,False,False,False
429,259,180,27.75,True,False,False,False,False
106,1078,180,27.75,True,False,False,False,False
88,500,180,27.75,True,False,False,False,False
70,272,180,27.75,True,False,False,False,False
257,609,180,27.75,True,False,False,False,False
137,360,125,4.2,False,False,False,False,True
213,54,165,11.666666666666666,True,False,False,False,False
97,423,165,11.666666666666666,True,False,False,False,False
88,317,125,4.2,False,False,False,False,True
311,1225,165,11.666666666666666,True,False,False,False,False
154,2400,165,11.666666666666666,True,False,False,False,False
218,1067,125,4.2,False,False,False,False,True
5,228,165,11.666666666666666,True,False,False,False,False
394,355,165,11.666666666666666,True,False,False,False,False
8,218,125,4.2,False,False,False,False,True
363,171,165,11.666666666666666,True,False,False,False,False
130,164,165,11.666666666666666,True,False,False,False,False
82,2239,125,4.2,False,False,False,False,True
424,757,165,11.666666666666666,True,False,False,False,False
210,1714,125,4.2,False,False,False,False,True
240,1440,229,28.0,False,False,False,False,True
238,459,229,28.0,False,False,False,False,True
25,288,229,28.0,False,False,False,False,True
327,724,229,28.0,False,False,False,False,True
109,218,229,28.0,False,False,False,False,True
184,268,229,28.0,False,False,False,False,True
141,293,229,28.0,False,False,False,False,True
70,437,229,28.0,False,False,False,False,True
260,764,229,28.0,False,False,False,False,True
129,891,229,28.0,False,False,False,False,True
184,99,229,28.0,False,False,False,False,True
229,40,208,66.4,True,False,False,False,False
201,1140,96,116.0,False,True,False,False,False
119,1137,208,66.4,True,False,False,False,False
